,CustomerID,Total Revenue,Total Orders,Average Order Value,Purchase Frequency,Customer Value,Total Profit,Churn Value,Customer Lifetime Value,Recency,Frequency,Monetary Value,R,F,M,RFM Score,Segment,Most Purchased Item,Most Purchased Item Description,RFM CLV
44,12402,225.6,1,225.6,5.394907207596029e-05,0.0121709106603366,11.28,0.0353477786848732,0.3987229435653708,322,11,225.6,1,1,1,111,Lost,22630,DOLLY GIRL LUNCH BOX,0.8999999999999999
45,12403,427.7000000000001,1,427.7000000000001,5.394907207596029e-05,0.0230740181268882,21.385000000000005,0.0670134970900722,1.4330836352711962,49,5,427.7,3,1,2,312,Low Spenders,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,1.5
46,12405,1710.3900000000008,1,1710.3900000000008,5.394907207596029e-05,0.0922739533880017,85.51950000000005,0.2679897481596651,22.918349267740496,148,54,1710.39,2,3,4,234,At Risk,21975,PACK OF 60 DINOSAUR CAKE CASES,2.0999999999999996
47,12406,3415.3,2,1707.65,0.0001078981441519,0.1842522658610272,170.765,0.5351208711987931,91.37991557026191,21,105,3415.220000000001,4,4,5,445,Champions,22383,LUNCH BAG SUKI DESIGN,2.9999999999999996
48,12407,1708.1200000000013,5,341.62400000000025,0.0002697453603798,0.0921514889943893,85.40600000000006,0.2676340768049903,22.85755596360702,49,77,1708.08,3,4,4,344,Loyal Accounts,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,2.6999999999999997
49,12408,2888.5500000000006,5,577.7100000000002,0.0002697453603798,0.1558345921450151,144.42750000000004,0.4525878817384342,65.36613628977771,32,105,2888.390000000001,4,4,5,445,Champions,22630,DOLLY GIRL LUNCH BOX,3.3
50,12409,11072.670000000002,3,3690.890000000001,0.0001618472162278,0.5973602719033234,553.6335000000001,1.734903761571968,960.5008416822544,78,109,11072.59,2,4,5,245,At Risk,21212,PACK OF 72 RETROSPOT CAKE CASES,3.0
51,12410,693.3299999999999,2,346.665,0.0001078981441519,0.0374045101424255,34.6665,0.1086333129236843,3.765936742468904,308,26,693.25,1,2,3,123,At Risk,21916,SET 12 RETRO WHITE CHALK STICKS,1.7999999999999998
52,12412,1226.8800000000003,3,408.9600000000001,0.0001618472162278,0.0661890375485541,61.34400000000002,0.1922317496139066,11.792264448315496,74,61,1226.5599999999995,2,4,4,244,At Risk,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,2.4
53,12413,758.0999999999997,3,252.6999999999999,0.0001618472162278,0.0408987915407854,37.90499999999999,0.1187816977881313,4.502420254659117,66,38,758.1,3,3,3,333,Loyal Accounts,85099B,JUMBO BAG RED RETROSPOT,2.0999999999999996
54,12414,562.41,3,187.47,0.0001618472162278,0.0303414976262408,28.1205,0.0881203200804946,2.477987460823549,216,18,562.41,1,2,3,123,At Risk,20975,12 PENCILS SMALL TUBE RED RETROSPOT,1.7999999999999998
55,12415,124914.52999999984,21,5948.310952380944,0.0011329305135951,6.739022982304696,6245.7264999999925,19.57203528796525,122241.57945697953,23,716,124913.60999999975,4,5,5,455,Champions,22492,MINI PAINT SET VINTAGE,3.3
56,12417,3649.099999999999,9,405.4555555555554,0.0004855416486836,0.1968655589123866,182.45499999999996,0.5717534538961483,104.3192764306217,2,192,3648.900000000001,5,5,5,555,Champions,16161P,WRAP ENGLISH ROSE,3.5999999999999996
57,12418,668.5800000000002,1,668.5800000000002,5.394907207596029e-05,0.0360692706085455,33.42900000000001,0.1047553983738146,3.5018682122382514,112,34,668.02,2,3,3,233,At Risk,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1.7999999999999998
58,12420,600.3900000000001,1,600.3900000000001,5.394907207596029e-05,0.0323904833836858,30.019500000000008,0.0940711562261129,2.823969074329798,63,29,600.3100000000001,3,2,3,323,Potential Loyalist,85204,HANGING WOOD AND FELT FLOWER,2.0999999999999996
59,12421,807.0399999999998,4,201.76,0.0002157962883038,0.0435390591281829,40.352,0.1264497841748233,5.10250169102247,15,45,806.6,4,3,3,433,Loyal Accounts,22066,LOVE HEART TRINKET POT,2.9999999999999996
60,12422,803.5600000000001,3,267.8533333333333,0.0001618472162278,0.0433513163573586,40.178,0.1259045258865992,5.058592041071783,95,39,803.5599999999997,2,3,3,233,At Risk,21391,FRENCH LAVENDER SCENT HEART,1.7999999999999998
61,12423,1859.31,8,232.41375,0.0004315925766076,0.1003080492015537,92.9655,0.2913230424936691,27.082992306945197,0,125,1858.4300000000003,5,5,4,554,Champions,23084,RABBIT NIGHT LIGHT,3.5999999999999996
62,12424,1760.9599999999998,2,880.4799999999999,0.0001078981441519,0.095002157962883,88.048,0.2759132285146917,24.29360794426158,162,30,1760.9599999999996,2,3,4,234,At Risk,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1.5
63,12425,777.1999999999999,1,777.1999999999999,5.394907207596029e-05,0.0419292188174363,38.86,0.1217743510367177,4.732151281286851,77,36,777.12,2,3,3,233,At Risk,23078,ICE CREAM PEN LIP GLOSS,1.7999999999999998
64,12426,582.73,1,582.73,5.394907207596029e-05,0.0314377427708243,29.1365,0.0913041270967917,2.660282699155672,194,30,582.73,1,3,3,133,At Risk,16161G,WRAP BAD HAIR DAY,1.5
65,12427,825.7999999999998,3,275.2666666666666,0.0001618472162278,0.044551143720328,41.28999999999999,0.1293891650619164,5.34247862540653,21,31,825.8000000000001,4,3,3,433,Loyal Accounts,84598,BOYS ALPHABET IRON ON PATCHES,2.4
66,12428,7956.459999999996,9,884.0511111111107,0.0004855416486836,0.4292436340094948,397.8229999999999,1.2466453333113776,495.944186433932,25,294,7955.660000000005,4,5,5,455,Champions,22984,CARD GINGHAM ROSE,3.3
67,12429,3750.4000000000015,4,937.6000000000004,0.0002157962883038,0.2023305999136815,187.5200000000001,0.5876254839527874,110.19153075082674,8,97,3750.160000000001,5,4,5,545,Champions,22951,60 CAKE CASES DOLLY GIRL DESIGN,3.3
68,12430,256.40000000000003,1,256.40000000000003,5.394907207596029e-05,0.0138325420802762,12.820000000000002,0.0401736279024889,0.5150259097099088,42,11,256.32000000000005,3,1,2,312,Low Spenders,22544,MINI JIGSAW SPACEBOY,1.7999999999999998
69,12431,6487.450000000003,15,432.4966666666669,0.0008092360811394,0.3499919076391887,324.3725000000002,1.0164758281435342,329.7168055644887,35,235,6419.669999999998,3,5,5,355,Loyal Accounts,21731,RED TOADSTOOL LED NIGHT LIGHT,3.3
70,12432,5059.320000000003,5,1011.8640000000008,0.0002697453603798,0.2729456193353476,252.96600000000015,0.7927115410281615,200.52906768773005,42,108,5059.120000000003,3,4,5,345,Loyal Accounts,21787,RAIN PONCHO RETROSPOT,3.3
71,12433,13375.87,7,1910.838571428572,0.0003776435045317,0.7216157747086751,668.7935000000001,2.0957770056632805,1401.6420388370657,0,420,13373.049999999992,5,5,5,555,Champions,16008,SMALL FOLDING SCISSOR(POINTED EDGE),3.5999999999999996
72,12434,806.1399999999999,2,403.07,0.0001078981441519,0.0434905049633146,40.307,0.1263087691002825,5.091127556125089,84,50,806.0199999999998,2,3,3,233,At Risk,22128,PARTY CONES CANDY ASSORTED,2.4
73,12435,7829.889999999999,2,3914.945,0.0001078981441519,0.4224152999568407,391.4945,1.2268139133284683,480.290899591572,79,36,7829.8899999999985,2,3,5,235,At Risk,21915,RED  HARMONICA IN BOX,2.0999999999999996
74,12436,509.01,1,509.01,5.394907207596029e-05,0.0274606171773845,25.4505,0.0797534256577453,2.029764559702448,99,16,509.0100000000001,2,2,3,223,About to Sleep,21975,PACK OF 60 DINOSAUR CAKE CASES,1.5
75,12437,4951.409999999997,18,275.07833333333315,0.0009710832973672,0.2671239749676303,247.57049999999987,0.7758038335907284,192.0661429839733,1,200,4950.809999999998,5,5,5,555,Champions,21086,SET/6 RED SPOTTY PAPER CUPS,3.5999999999999996
76,12438,2906.850000000001,2,1453.4250000000004,0.0001078981441519,0.1568218601640052,145.34250000000006,0.4554551882540955,66.19699569882091,13,98,2906.5700000000006,4,4,5,445,Champions,22560,TRADITIONAL MODELLING CLAY,3.3
77,12441,173.55,1,173.55,5.394907207596029e-05,0.0093628614587829,8.6775,0.0271924068739351,0.2359621106485718,366,11,173.55,1,1,1,111,Lost,22052,VINTAGE CARAVAN GIFT WRAP,0.8999999999999999
78,12442,172.06,1,172.06,5.394907207596029e-05,0.0092824773413897,8.603,0.0269589485838621,0.2319278346669659,2,12,172.06,5,1,1,511,New Active Accounts,23546,WRAP PAISLEY PARK,1.8
79,12444,5005.459999999996,5,1001.0919999999992,0.0002697453603798,0.2700399223133359,250.2729999999998,0.7842725722339791,196.28224947071448,20,177,5005.46,4,5,5,455,Champions,21669,BLUE STRIPE CERAMIC DRAWER KNOB,3.3
80,12445,133.4,1,133.4,5.394907207596029e-05,0.0071968062149331,6.670000000000001,0.0209015677152575,0.1394134566607676,21,4,133.4,4,1,1,411,Low Spenders,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,1.5
81,12446,1002.3099999999998,1,1002.3099999999998,5.394907207596029e-05,0.0540736944324557,50.1155,0.1570453548476743,7.870406480868625,57,58,1002.27,3,4,4,344,Loyal Accounts,22915,ASSORTED BOTTLE TOP  MAGNETS,2.4
82,12447,476.49,1,476.49,5.394907207596029e-05,0.0257061933534743,23.8245,0.0746580809643407,1.7786914499349362,242,26,476.49,1,2,2,122,Lost,22659,LUNCH BOX I LOVE LONDON,1.5
83,12448,449.45,1,449.45,5.394907207596029e-05,0.0242474104445403,22.4725,0.0704213613914729,1.582544043869876,43,22,449.37,3,2,2,322,Potential Loyalist,21084,SET/6 COLLAGE PAPER CUPS,2.4
84,12449,4067.290000000003,4,1016.8225000000008,0.0002157962883038,0.2194265213638327,203.36450000000016,0.6372768916985744,129.59949644183484,21,191,4066.9700000000016,4,5,5,455,Champions,22326,ROUND SNACK BOXES SET OF4 WOODLAND,3.3
85,12450,197.88,2,98.94,0.0001078981441519,0.010675442382391,9.894,0.0310045143890191,0.3067586653649557,155,8,197.88,2,1,1,211,About to Sleep,23209,LUNCH BAG VINTAGE DOILY,0.8999999999999999
86,12451,9035.520000000002,5,1807.1040000000005,0.0002697453603798,0.4874579197237809,451.7760000000001,1.415716140349053,639.5865750223339,10,354,9034.679999999997,5,5,5,555,Champions,22554,PLASTERS IN TIN WOODLAND ANIMALS,3.5999999999999996
87,12452,430.5700000000001,2,215.28500000000005,0.0001078981441519,0.0232288519637462,21.528500000000005,0.067463178494441,1.4523810382175737,16,22,430.53,4,2,2,422,Potential Loyalist,23076,ICE CREAM SUNDAE LIP GLOSS,2.4
88,12453,707.09,1,707.09,5.394907207596029e-05,0.0381468493741907,35.3545,0.1107892767299958,3.916899484150637,133,43,707.0899999999999,2,3,3,233,At Risk,21498,RED RETROSPOT WRAP,2.1
89,12454,3528.34,1,3528.34,5.394907207596029e-05,0.1903506689684937,176.417,0.5528323645611073,97.52902725877686,55,15,3528.34,3,2,5,325,Need Attention,72802C,VANILLA SCENT CANDLE JEWELLED BOX,1.5
90,12455,2466.86,6,411.1433333333334,0.0003236944324557,0.1330848079413034,123.34300000000002,0.3865160519794615,47.67404939930273,72,90,2466.859999999997,2,4,5,245,At Risk,22335,HEART DECORATION PAINTED ZINC,2.4
91,12456,3181.040000000001,3,1060.346666666667,0.0001618472162278,0.1716141562365128,159.05200000000005,0.4984162141300061,79.27409568980575,43,125,3180.599999999998,3,5,5,355,Loyal Accounts,22492,MINI PAINT SET VINTAGE,3.3
92,12457,2363.23,7,337.6042857142857,0.0003776435045317,0.1274940656020716,118.1615,0.3702789495631786,43.75271609880953,65,63,2363.15,3,4,5,345,Loyal Accounts,23199,JUMBO BAG APPLES,2.7
93,12458,947.4,2,473.69999999999993,0.0001078981441519,0.0511113508847647,47.37,0.148441868466529,7.031691309259479,70,38,947.4,3,3,4,334,Loyal Accounts,21829,DINOSAUR KEYRINGS ASSORTED,2.0999999999999996
94,12461,826.8799999999998,2,413.4399999999999,0.0001078981441519,0.04460940871817,41.344,0.1295583831513653,5.356461793010046,93,35,826.8399999999999,2,3,3,233,At Risk,21650,ASSORTED TUTTI FRUTTI BRACELET,2.0999999999999996
95,12462,1189.5900000000008,2,594.7950000000004,0.0001078981441519,0.0641772766508416,59.47950000000005,0.1863890250254363,11.08632601400045,18,62,1189.59,4,4,4,444,Champions,35953,FOLKART STAR CHRISTMAS DECORATIONS,2.6999999999999997
96,12463,1344.7799999999995,4,336.1949999999999,0.0002157962883038,0.0725496331463098,67.23899999999998,0.2107047243787406,14.167574962502137,52,83,1344.7399999999998,3,4,4,344,Loyal Accounts,22630,DOLLY GIRL LUNCH BOX,2.4
97,12464,1212.0499999999995,8,151.50624999999994,0.0004315925766076,0.0653889728096676,60.60249999999998,0.1899081345523078,11.508907724206232,9,29,1212.0499999999995,5,2,4,524,Promising,22846,BREAD BIN DINER STYLE RED,3.0
98,12465,742.1900000000006,2,371.0950000000003,0.0001078981441519,0.040040461804057,37.10950000000003,0.1162888646370838,4.315421622249868,16,47,742.1500000000004,4,3,3,433,Loyal Accounts,22740,POLKADOT PEN,2.9999999999999996
99,12468,729.5399999999998,2,364.7699999999999,0.0001078981441519,0.039358006042296,36.477,0.1143068194227059,4.169569852082043,187,38,729.5000000000001,1,3,3,133,At Risk,22492,MINI PAINT SET VINTAGE,1.7999999999999998
100,12471,19824.049999999992,30,660.8016666666664,0.0016184721622788,1.0694891022874402,991.2024999999996,3.106099876054353,3078.773962394764,1,459,19788.369999999948,5,5,5,555,Champions,22741,FUNKY DIVA PEN,3.5999999999999996
101,12472,6572.109999999998,7,938.8728571428568,0.0003776435045317,0.3545592360811392,328.6054999999999,1.0297406461553302,338.37843990019525,31,339,6570.910000000004,4,5,5,455,Champions,22467,GUMBALL COAT RACK,3.3
102,12473,3938.5500000000006,5,787.7100000000002,0.0002697453603798,0.2124811178247734,196.92750000000004,0.6171054687026051,121.52503718793228,28,167,3927.629999999999,4,5,5,455,Champions,22741,FUNKY DIVA PEN,3.3
103,12474,7375.789999999994,18,409.7661111111108,0.0009710832973672,0.3979170263271468,368.7894999999997,1.1556639740518675,426.1967391586009,16,422,7322.810000000001,4,5,5,455,Champions,20719,WOODLAND CHARLOTTE BAG,3.5999999999999996
104,12475,723.3799999999999,1,723.3799999999999,5.394907207596029e-05,0.0390256797583081,36.169,0.1133416495791827,4.099454123629462,53,36,723.34,3,3,3,333,Loyal Accounts,16045,POPART WOODEN PENCILS ASST,1.7999999999999998
105,12476,6816.419999999995,11,619.674545454545,0.0005934397928355,0.3677395338800169,340.82099999999974,1.0680199715564884,364.00363472585366,15,233,6815.900000000006,4,5,5,455,Champions,84879,ASSORTED COLOUR BIRD ORNAMENT,3.5999999999999996
106,12477,13219.739999999996,6,2203.2899999999995,0.0003236944324557,0.7131927060854552,660.9869999999999,2.0713140238987884,1369.111642714788,22,300,13219.699999999992,4,5,5,455,Champions,22244,3 HOOK HANGER MAGIC GARDEN,3.3
107,12478,680.9899999999999,1,680.9899999999999,5.394907207596029e-05,0.0367387785930082,34.049499999999995,0.1066998395683149,3.63307618738134,3,36,680.8300000000002,5,3,3,533,Loyal Accounts,22029,SPACEBOY BIRTHDAY CARD,2.6999999999999997
108,12479,527.2,1,527.2,5.394907207596029e-05,0.0284419507984462,26.360000000000003,0.0826034969976294,2.177428180857512,10,31,527.2,5,3,3,533,Loyal Accounts,21088,SET/6 FRUIT SALAD PAPER CUPS,2.4
109,12480,3281.629999999999,4,820.4074999999998,0.0002157962883038,0.1770408933966335,164.08149999999998,0.5141769989611733,84.36693325504774,27,154,3281.5100000000007,4,5,5,455,Champions,22629,SPACEBOY LUNCH BOX,3.3
110,12481,5596.3200000000015,10,559.6320000000002,0.0005394907207596,0.3019162710401382,279.8160000000001,0.876850535504123,245.3568094426217,22,216,5579.060000000002,4,5,5,455,Champions,22556,PLASTERS IN TIN CIRCUS PARADE,3.3
111,12483,2484.9800000000005,8,310.62250000000006,0.0004315925766076,0.1340623651273198,124.24900000000002,0.3893551554802147,48.376988713261206,16,75,2484.740000000001,4,4,5,445,Champions,22467,GUMBALL COAT RACK,3.3
112,12484,4541.719999999996,6,756.9533333333326,0.0003236944324557,0.2450215796288301,227.08599999999976,0.7116122048256319,161.5971691450333,32,343,4527.039999999997,4,5,5,455,Champions,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,3.3
113,12488,1298.66,3,432.8866666666667,0.0001618472162278,0.0700615019421666,64.933,0.2034784852256097,13.212468481154517,9,55,1298.66,5,3,4,534,Loyal Accounts,21731,RED TOADSTOOL LED NIGHT LIGHT,2.9999999999999996
114,12489,334.93,1,334.93,5.394907207596029e-05,0.0180691627104013,16.7465,0.0524779765732473,0.8788224346838873,335,15,334.85,1,2,2,122,Lost,22027,TEA PARTY BIRTHDAY CARD,1.2
115,12490,5417.930000000004,10,541.7930000000003,0.0005394907207596,0.2922922960725077,270.89650000000023,0.8488997808959914,229.96397949549112,4,245,5417.689999999999,5,5,5,555,Champions,23084,RABBIT NIGHT LIGHT,3.5999999999999996
116,12491,460.4,1,460.4,5.394907207596029e-05,0.0248381527837721,23.02,0.072137044798385,1.6605947712588232,38,26,460.4,3,2,2,322,Potential Loyalist,20973,12 PENCIL SMALL TUBE WOODLAND,2.1
117,12492,263.21,2,131.605,0.0001078981441519,0.0141999352611135,13.1605,0.0412406419665137,0.5427474686003039,62,20,263.05,3,2,2,322,Potential Loyalist,16169E,WRAP 50'S  CHRISTMAS,1.7999999999999998
